Case_ID,Freq_Hz,DeltaT_K,L_beam_mm,t_piezo_mm,w_beam_mm,N_TEG,a0_g,f_resonance_Hz,V_PEH_V,P_PEH_mW,V_TEG_V,P_TEG_mW,P_total_mW,T_sensed_K,Efficiency_pct
456,150,30,30.0,0.2,15.0,127,0.5,64.92,0.01794,0.0,1.21177,53.6714,53.9398,330.14,0.09
457,150,30,30.0,0.3,15.0,127,1.0,84.62,0.04404,0.0002,1.19708,53.0211,53.2862,329.66,0.09
458,150,30,30.0,0.5,15.0,127,2.0,129.05,0.23909,0.0057,1.21887,53.9862,54.2561,329.64,0.09
459,150,30,40.0,0.2,15.0,127,0.5,41.83,0.01956,0.0,1.18115,52.3154,52.5769,330.19,0.09
460,150,30,40.0,0.3,15.0,127,1.0,54.45,0.04331,0.0002,1.18234,52.368,52.6298,330.03,0.09
461,150,30,40.0,0.5,15.0,127,2.0,82.82,0.1139,0.0013,1.2231,54.1734,54.4443,330.36,0.09
462,150,30,50.0,0.2,15.0,127,0.5,29.7,0.02409,0.0001,1.18552,52.5091,52.7716,329.99,0.09
463,150,30,50.0,0.3,15.0,127,1.0,38.6,0.05032,0.0003,1.21213,53.6878,53.9562,329.84,0.09
464,150,30,50.0,0.5,15.0,127,2.0,58.57,0.11148,0.0013,1.19993,53.1471,53.4128,330.02,0.09
465,150,30,60.0,0.2,15.0,127,0.5,22.42,0.04971,0.0002,1.21043,53.6123,53.8804,329.74,0.09
466,150,30,60.0,0.3,15.0,127,1.0,29.1,0.06273,0.0004,1.23534,54.7157,54.9893,330.05,0.09
467,150,30,60.0,0.5,15.0,127,2.0,44.04,0.12308,0.0015,1.20542,53.3905,53.6574,330.22,0.09
468,150,45,30.0,0.2,15.0,127,0.5,64.92,0.01743,0.0,1.75735,114.8393,115.4135,345.2,0.13
469,150,45,30.0,0.3,15.0,127,1.0,84.62,0.04429,0.0002,1.79586,117.3559,117.9427,344.97,0.14
470,150,45,30.0,0.5,15.0,127,2.0,129.05,0.23767,0.0056,1.80759,118.1228,118.7134,344.66,0.13
471,150,45,40.0,0.2,15.0,127,0.5,41.83,0.02014,0.0,1.81421,118.5557,119.1484,345.05,0.13
472,150,45,40.0,0.3,15.0,127,1.0,54.45,0.0452,0.0002,1.84105,120.3093,120.9109,345.18,0.13
473,150,45,40.0,0.5,15.0,127,2.0,82.82,0.11373,0.0013,1.82195,119.0615,119.6568,344.61,0.13
474,150,45,50.0,0.2,15.0,127,0.5,29.7,0.02477,0.0001,1.8186,118.8419,119.4361,345.59,0.14
475,150,45,50.0,0.3,15.0,127,1.0,38.6,0.04988,0.0003,1.79256,117.1405,117.7262,344.94,0.13
476,150,45,50.0,0.5,15.0,127,2.0,58.57,0.11001,0.0012,1.76657,115.4424,116.0196,345.08,0.13
477,150,45,60.0,0.2,15.0,127,0.5,22.42,0.05105,0.0003,1.8546,121.1945,121.8004,344.78,0.13
478,150,45,60.0,0.3,15.0,127,1.0,29.1,0.06059,0.0004,1.77989,116.3126,116.8942,345.0,0.13
479,150,45,60.0,0.5,15.0,127,2.0,44.04,0.12557,0.0016,1.83462,119.8893,120.4887,345.21,0.12
480,150,60,30.0,0.2,15.0,127,0.5,64.92,0.01799,0.0,2.40283,204.1723,205.1932,359.91,0.17
481,150,60,30.0,0.3,15.0,127,1.0,84.62,0.04411,0.0002,2.36942,201.3329,202.3396,359.84,0.17
482,150,60,30.0,0.5,15.0,127,2.0,129.05,0.23688,0.0056,2.3868,202.8096,203.8237,359.72,0.17
483,150,60,40.0,0.2,15.0,127,0.5,41.83,0.01981,0.0,2.36396,200.8692,201.8735,360.05,0.17
484,150,60,40.0,0.3,15.0,127,1.0,54.45,0.04397,0.0002,2.37278,201.6186,202.6267,359.82,0.17
485,150,60,40.0,0.5,15.0,127,2.0,82.82,0.11226,0.0013,2.38251,202.4453,203.4575,360.33,0.17
486,150,60,50.0,0.2,15.0,127,0.5,29.7,0.02508,0.0001,2.43946,207.2847,208.3211,360.2,0.16
487,150,60,50.0,0.3,15.0,127,1.0,38.6,0.05062,0.0003,2.40976,204.7611,205.7849,360.24,0.17
488,150,60,50.0,0.5,15.0,127,2.0,58.57,0.11398,0.0013,2.42489,206.0467,207.077,359.83,0.18
489,150,60,60.0,0.2,15.0,127,0.5,22.42,0.04825,0.0002,2.32237,197.3353,198.322,359.86,0.16
490,150,60,60.0,0.3,15.0,127,1.0,29.1,0.06192,0.0004,2.41007,204.7872,205.8112,360.04,0.17
491,150,60,60.0,0.5,15.0,127,2.0,44.04,0.12262,0.0015,2.37356,201.6853,202.6937,359.91,0.17
492,150,80,30.0,0.2,15.0,127,0.5,64.92,0.01794,0.0,3.16328,346.0668,347.7971,379.85,0.22
493,150,80,30.0,0.3,15.0,127,1.0,84.62,0.04398,0.0002,3.11888,341.2096,342.9156,379.82,0.23
494,150,80,30.0,0.5,15.0,127,2.0,129.05,0.237,0.0056,3.15244,344.8807,346.6051,379.84,0.23
495,150,80,40.0,0.2,15.0,127,0.5,41.83,0.02021,0.0,3.18374,348.3057,350.0473,379.72,0.22
496,150,80,40.0,0.3,15.0,127,1.0,54.45,0.04432,0.0002,3.15661,345.3376,347.0643,379.95,0.22
497,150,80,40.0,0.5,15.0,127,2.0,82.82,0.11313,0.0013,3.16948,346.7455,348.4792,379.91,0.22
498,150,80,50.0,0.2,15.0,127,0.5,29.7,0.02394,0.0001,3.07358,336.2535,337.9348,380.05,0.2
499,150,80,50.0,0.3,15.0,127,1.0,38.6,0.05078,0.0003,3.19125,349.1268,350.8724,380.32,0.22
500,150,80,50.0,0.5,15.0,127,2.0,58.57,0.11122,0.0013,3.1236,341.7261,343.4347,379.88,0.21
501,150,80,60.0,0.2,15.0,127,0.5,22.42,0.05003,0.0002,3.17885,347.77,349.5089,380.04,0.22
502,150,80,60.0,0.3,15.0,127,1.0,29.1,0.06248,0.0004,3.21003,351.1822,352.9381,380.28,0.23
503,150,80,60.0,0.5,15.0,127,2.0,44.04,0.12248,0.0015,3.12971,342.3943,344.1062,380.14,0.21
504,200,5,30.0,0.2,15.0,127,0.5,64.92,0.01607,0.0,0.20018,1.5058,1.5133,305.04,0.05
505,200,5,30.0,0.3,15.0,127,1.0,84.62,0.03731,0.0001,0.2048,1.5406,1.5483,305.01,0.05
506,200,5,30.0,0.5,15.0,127,2.0,129.05,0.10518,0.0011,0.2022,1.521,1.5286,304.92,0.05
507,200,5,40.0,0.2,15.0,127,0.5,41.83,0.01984,0.0,0.20226,1.5214,1.5291,304.75,0.05
508,200,5,40.0,0.3,15.0,127,1.0,54.45,0.0414,0.0002,0.2014,1.5149,1.5225,304.75,0.05
509,200,5,40.0,0.5,15.0,127,2.0,82.82,0.09499,0.0009,0.20388,1.5336,1.5412,304.93,0.05
510,200,5,50.0,0.2,15.0,127,0.5,29.7,0.03974,0.0002,0.20254,1.5235,1.5311,305.06,0.05
511,200,5,50.0,0.3,15.0,127,1.0,38.6,0.05036,0.0003,0.19522,1.4685,1.4758,304.9,0.05
512,200,5,50.0,0.5,15.0,127,2.0,58.57,0.1062,0.0011,0.20635,1.5522,1.5599,304.78,0.05
513,200,5,60.0,0.2,15.0,127,0.5,22.42,0.02857,0.0001,0.20368,1.5321,1.5397,304.48,0.05
514,200,5,60.0,0.3,15.0,127,1.0,29.1,0.08498,0.0007,0.20201,1.5195,1.5271,305.29,0.05
515,200,5,60.0,0.5,15.0,127,2.0,44.04,0.12291,0.0015,0.20639,1.5525,1.5603,304.95,0.05
516,200,15,30.0,0.2,15.0,127,0.5,64.92,0.01589,0.0,0.59286,13.2838,13.3502,314.66,0.05
517,200,15,30.0,0.3,15.0,127,1.0,84.62,0.03637,0.0001,0.59765,13.3911,13.4581,315.24,0.05
518,200,15,30.0,0.5,15.0,127,2.0,129.05,0.1048,0.0011,0.60315,13.5145,13.5821,315.15,0.05
519,200,15,40.0,0.2,15.0,127,0.5,41.83,0.01997,0.0,0.60942,13.6549,13.7232,315.19,0.05
520,200,15,40.0,0.3,15.0,127,1.0,54.45,0.04258,0.0002,0.62017,13.8958,13.9652,314.66,0.05
521,200,15,40.0,0.5,15.0,127,2.0,82.82,0.09323,0.0009,0.599,13.4214,13.4885,315.15,0.05
522,200,15,50.0,0.2,15.0,127,0.5,29.7,0.03855,0.0002,0.58815,13.1784,13.2443,314.95,0.05
523,200,15,50.0,0.3,15.0,127,1.0,38.6,0.05255,0.0003,0.60977,13.6628,13.7311,315.03,0.05
524,200,15,50.0,0.5,15.0,127,2.0,58.57,0.10415,0.0011,0.60581,13.5739,13.6418,314.96,0.05
525,200,15,60.0,0.2,15.0,127,0.5,22.42,0.02848,0.0001,0.60787,13.6201,13.6882,314.84,0.05
526,200,15,60.0,0.3,15.0,127,1.0,29.1,0.08666,0.0007,0.61663,13.8165,13.8856,314.76,0.05
527,200,15,60.0,0.5,15.0,127,2.0,44.04,0.12206,0.0015,0.61357,13.7478,13.8165,315.36,0.05
528,200,30,30.0,0.2,15.0,127,0.5,64.92,0.016,0.0,1.18841,52.6371,52.9003,329.71,0.09
529,200,30,30.0,0.3,15.0,127,1.0,84.62,0.03655,0.0001,1.19624,52.9838,53.2487,330.04,0.09
530,200,30,30.0,0.5,15.0,127,2.0,129.05,0.1068,0.0011,1.22402,54.2143,54.4854,330.03,0.08
531,200,30,40.0,0.2,15.0,127,0.5,41.83,0.01968,0.0,1.19591,52.9694,53.2342,329.97,0.09
532,200,30,40.0,0.3,15.0,127,1.0,54.45,0.04217,0.0002,1.22318,54.1772,54.4481,330.16,0.09
533,200,30,40.0,0.5,15.0,127,2.0,82.82,0.09256,0.0009,1.18439,52.4588,52.7211,329.93,0.09
534,200,30,50.0,0.2,15.0,127,0.5,29.7,0.03979,0.0002,1.20892,53.5452,53.8129,329.93,0.1
535,200,30,50.0,0.3,15.0,127,1.0,38.6,0.05305,0.0003,1.22599,54.3014,54.5729,330.03,0.09
536,200,30,50.0,0.5,15.0,127,2.0,58.57,0.10616,0.0011,1.22972,54.4666,54.7389,330.08,0.09
537,200,30,60.0,0.2,15.0,127,0.5,22.42,0.02844,0.0001,1.20913,53.5547,53.8224,330.11,0.09
538,200,30,60.0,0.3,15.0,127,1.0,29.1,0.08448,0.0007,1.19711,53.0223,53.2874,329.86,0.09
539,200,30,60.0,0.5,15.0,127,2.0,44.04,0.1199,0.0014,1.20028,53.1629,53.4287,329.88,0.09
540,200,45,30.0,0.2,15.0,127,0.5,64.92,0.0161,0.0,1.78387,116.5727,117.1555,344.93,0.13
541,200,45,30.0,0.3,15.0,127,1.0,84.62,0.03709,0.0001,1.81097,118.3433,118.935,345.12,0.13
542,200,45,30.0,0.5,15.0,127,2.0,129.05,0.10552,0.0011,1.80419,117.9005,118.49,345.21,0.13
543,200,45,40.0,0.2,15.0,127,0.5,41.83,0.01972,0.0,1.78829,116.8617,117.446,344.77,0.13
544,200,45,40.0,0.3,15.0,127,1.0,54.45,0.04149,0.0002,1.79545,117.3294,117.916,344.82,0.13
545,200,45,40.0,0.5,15.0,127,2.0,82.82,0.09556,0.0009,1.82433,119.2164,119.8124,345.04,0.14
546,200,45,50.0,0.2,15.0,127,0.5,29.7,0.04029,0.0002,1.82645,119.3551,119.9518,344.94,0.13
547,200,45,50.0,0.3,15.0,127,1.0,38.6,0.05231,0.0003,1.80351,117.8558,118.4451,344.59,0.14
548,200,45,50.0,0.5,15.0,127,2.0,58.57,0.10604,0.0011,1.83261,119.7575,120.3563,344.4,0.13
549,200,45,60.0,0.2,15.0,127,0.5,22.42,0.02797,0.0001,1.77357,115.8994,116.4789,345.31,0.13
550,200,45,60.0,0.3,15.0,127,1.0,29.1,0.08514,0.0007,1.80005,117.63,118.2182,345.04,0.13
551,200,45,60.0,0.5,15.0,127,2.0,44.04,0.1224,0.0015,1.8281,119.4631,120.0604,344.79,0.13
552,200,60,30.0,0.2,15.0,127,0.5,64.92,0.0163,0.0,2.39302,203.3382,204.3549,359.88,0.17
553,200,60,30.0,0.3,15.0,127,1.0,84.62,0.03716,0.0001,2.4035,204.2288,205.2499,359.8,0.17
554,200,60,30.0,0.5,15.0,127,2.0,129.05,0.10636,0.0011,2.40936,204.7266,205.7502,359.78,0.17
555,200,60,40.0,0.2,15.0,127,0.5,41.83,0.02012,0.0,2.41626,205.3134,206.34,359.74,0.16
556,200,60,40.0,0.3,15.0,127,1.0,54.45,0.0412,0.0002,2.36164,200.6718,201.6752,360.01,0.17
557,200,60,40.0,0.5,15.0,127,2.0,82.82,0.09505,0.0009,2.40378,204.2532,205.2744,359.67,0.17
558,200,60,50.0,0.2,15.0,127,0.5,29.7,0.04,0.0002,2.40233,204.13,205.1506,359.93,0.17
559,200,60,50.0,0.3,15.0,127,1.0,38.6,0.05228,0.0003,2.3877,202.8861,203.9005,360.17,0.16
560,200,60,50.0,0.5,15.0,127,2.0,58.57,0.10586,0.0011,2.42369,205.9448,206.9745,359.84,0.17
561,200,60,60.0,0.2,15.0,127,0.5,22.42,0.02822,0.0001,2.37104,201.471,202.4784,359.87,0.16
562,200,60,60.0,0.3,15.0,127,1.0,29.1,0.08634,0.0007,2.41826,205.4833,206.5108,360.18,0.18
563,200,60,60.0,0.5,15.0,127,2.0,44.04,0.12155,0.0015,2.40496,204.3529,205.3746,360.2,0.18
564,200,80,30.0,0.2,15.0,127,0.5,64.92,0.01609,0.0,3.11953,341.2813,342.9877,379.63,0.21
565,200,80,30.0,0.3,15.0,127,1.0,84.62,0.03726,0.0001,3.18153,348.0638,349.8041,379.71,0.21
566,200,80,30.0,0.5,15.0,127,2.0,129.05,0.10653,0.0011,3.1855,348.4984,350.2408,380.23,0.22
567,200,80,40.0,0.2,15.0,127,0.5,41.83,0.01969,0.0,3.12255,341.6111,343.3192,380.14,0.21
568,200,80,40.0,0.3,15.0,127,1.0,54.45,0.0411,0.0002,3.11045,340.2873,341.9887,379.88,0.21
569,200,80,40.0,0.5,15.0,127,2.0,82.82,0.09448,0.0009,3.15444,345.0997,346.8252,379.65,0.22
570,200,80,50.0,0.2,15.0,127,0.5,29.7,0.04015,0.0002,3.18299,348.2235,349.9646,380.08,0.2
571,200,80,50.0,0.3,15.0,127,1.0,38.6,0.05263,0.0003,3.17312,347.1439,348.8796,379.78,0.22
572,200,80,50.0,0.5,15.0,127,2.0,58.57,0.10431,0.0011,3.15255,344.8935,346.618,380.08,0.22
573,200,80,60.0,0.2,15.0,127,0.5,22.42,0.02831,0.0001,3.13989,343.5086,345.2262,379.88,0.22
574,200,80,60.0,0.3,15.0,127,1.0,29.1,0.08546,0.0007,3.15967,345.6717,347.4,380.14,0.23
575,200,80,60.0,0.5,15.0,127,2.0,44.04,0.11938,0.0014,3.11814,341.1285,342.8341,380.27,0.21
